respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.06705688002454839,0.30604393379480443
26708,0.022188572301347517,0.03877704883470707
26709,0.45051907666054575,0.5908847088955136
26710,0.48986043850740535,0.8736992542284615
26711,0.1806171802425112,0.4698574295939616
26712,0.4689852123833839,0.9223034507572819
26713,0.30664685888027726,0.5450050602472601
26714,0.1673027264058603,0.2301869781031842
26715,0.03921445415031807,0.14922753400795813
26716,0.22097792163252808,0.8899261104419257
26717,0.011838275150120417,0.26865755669000335
26718,0.23230224566951674,0.5594433377799416
26719,0.07188437700414456,0.9075380647520432
26720,0.06860506191380605,0.21563070332072942
26721,0.18424979280464562,0.300819837970308
26722,0.08064411767940585,0.09293985482876307
26723,0.6579961762344445,0.8473336098243808
26724,0.14260424212667872,0.707465577291175
26725,0.03338481328421078,0.09438327552311461
26726,0.015612777213071239,0.032794007789618045
26727,0.35601126329884253,0.8456628480835892
26728,0.18213491729227937,0.604962268975116
26729,0.33456932383591814,0.8435416395177413
26730,0.040053073575954626,0.19920293133601794
26731,0.020902977937940572,0.33940407974017106
26732,0.09538599781484192,0.07344182634124846
26733,0.914010334871058,0.9461661562495866
26734,0.8857966065730098,0.4046092050937346
26735,0.14271259857799123,0.43762169072634666
26736,0.06920092052183863,0.17660994310367806
26737,0.09600220200026288,0.104659324600202
26738,0.6036652842782182,0.8320429330230482
26739,0.12266475712767802,0.26706071742644905
26740,0.1455084700820524,0.1307913457696691
26741,0.19139225491719447,0.8883303923063012
26742,0.11518473587046561,0.44914259789172034
26743,0.046404088686777145,0.5646486196509701
26744,0.05660236289849047,0.6581189152108354
26745,0.09648642970256521,0.9244832804596042
26746,0.13357797291467421,0.4214114330719493
26747,0.07751645397497729,0.1817162352087075
26748,0.10751665494839144,0.04144394747960737
26749,0.10330920699480724,0.6968618686517315
26750,0.6237942965321873,0.9155836143828834
26751,0.3172953656986025,0.7198258404896175
26752,0.029689572526645776,0.02083594143002745
26753,0.23386649374711255,0.6885704489633498
26754,0.13590711468828942,0.6355314185901001
26755,0.10237010501415146,0.36411105874047034
26756,0.02134328234932146,0.03510627892174785
26757,0.39016888011489526,0.4856719045960474
26758,0.6643789042158463,0.878605556939782
26759,0.0350881537959009,0.18830612814727857
26760,0.013585184896232085,0.024432406669676256
26761,0.15912784175952946,0.586857724250876
26762,0.1336430803901688,0.8251873839440238
26763,0.9039451645999871,0.9700949816240949
26764,0.9212856740126064,0.965516592483664
26765,0.02784881154748276,0.657446142253755
26766,0.11847970932464102,0.18795601152553312
26767,0.7835844324169422,0.7371077839738646
26768,0.012581724964508222,0.3909309407378502
26769,0.11690588822216387,0.15758098255412775
26770,0.09291288983600265,0.5196621874150743
26771,0.05037939907517644,0.19322759984915996
26772,0.06007781536231974,0.436178812209974
26773,0.014733222335522052,0.4837126379276349
26774,0.02945305165554838,0.5313758854198777
26775,0.07885019600023294,0.5028347343124584
26776,0.410414135742781,0.3678691348470662
26777,0.11363090494383113,0.9431957134502169
26778,0.06344973809604,0.08089606428546471
26779,0.13131395679538396,0.5225651278472723
26780,0.10895380934949242,0.9585638168895569
26781,0.03774258024292507,0.4485941292163879
26782,0.05261907430937657,0.2930546818123122
26783,0.06200071204281789,0.2981352158004116
26784,0.4600868022960531,0.9166931045495016
26785,0.35739063030155777,0.6311636807428346
26786,0.0817031058310911,0.2766346137509196
26787,0.08931642872201212,0.46726351008568895
26788,0.09665426396044535,0.9105537902309868
26789,0.01256591954665392,0.23592386859240033
26790,0.0603393275122676,0.26537790629330055
26791,0.033433117411964385,0.10337098777665028
26792,0.20025478789316936,0.735313551124171
26793,0.12244362537680445,0.8957303601116725
26794,0.7625569539853009,0.8877053676844278
26795,0.05373348248080323,0.9552982961253033
26796,0.07278167818251151,0.05853094164287216
26797,0.11521426168731329,0.6296452087796277
26798,0.20863907843747384,0.1595446707084647
26799,0.29694694952586403,0.2736869173752588
26800,0.03731649789807176,0.9169792278808174
26801,0.22892146175421668,0.3491524460083691
26802,0.08533199103620535,0.16254261713696472
26803,0.0625840621334847,0.1547080575651362
26804,0.030681480335522027,0.10252181518667253
26805,0.04194160114616215,0.18996160326300063
26806,0.07005885695975335,0.9044066677007566
26807,0.6490264464588729,0.9544563469829581
26808,0.31201676623229085,0.6628648260869132
26809,0.5628303133795259,0.12598645147786905
26810,0.01873745532607576,0.08959324519987202
26811,0.046244218740915194,0.05209579733404581
26812,0.17799500234077476,0.6476002585792893
26813,0.3241960657647147,0.3115805757309129
26814,0.030245697524592007,0.4639558186038359
26815,0.044731850714296285,0.08936131163901564
26816,0.059141257806696455,0.22070353780176977
26817,0.19635376999381368,0.8230768440291056
26818,0.07391542122582284,0.2916741395220398
26819,0.4312917658045932,0.4342011851259419
26820,0.07800358655081231,0.2604786974382398
26821,0.08912147714066618,0.5100573083039741
26822,0.2608762235871271,0.6245866538744591
26823,0.42297404315660875,0.5575886970990515
26824,0.03375925932566953,0.662366953469357
26825,0.34745964890371245,0.7298078264028349
26826,0.08552879225567608,0.7379933334805767
26827,0.01835718581618974,0.07893637160252163
26828,0.2011371046179249,0.7557614365712906
26829,0.6146062182942673,0.925852588111725
26830,0.08706197407834057,0.8202637953399651
26831,0.21675316943231815,0.8490762694300185
26832,0.12404098159790926,0.8334039293440767
26833,0.0055016067960128815,0.2907071708565689
26834,0.09501989174123658,0.3817711347140976
26835,0.3495697349128059,0.884173946354096
26836,0.15865208145935802,0.639149360743765
26837,0.03470354719129331,0.011187931559196026
26838,0.11255523914876495,0.4686082795367534
26839,0.16613098939686302,0.5686861516965409
26840,0.09882383354426318,0.1387935716535895
26841,0.33955264894493675,0.7782550123047369
26842,0.08139483732922854,0.2005433757192999
26843,0.04206732999531246,0.01571921280245032
26844,0.07214434644481897,0.5249362817639057
26845,0.04126869845935364,0.6395636089649412
26846,0.06482269740356675,0.7450074715012569
26847,0.33291802280695465,0.10827560510595394
26848,0.04474009500819543,0.6671432879394725
26849,0.13366755047791726,0.5541343366590716
26850,0.2810038684941312,0.5548125701811742
26851,0.034024985366284066,0.06450634414702928
26852,0.040645979088996635,0.07857237189856206
26853,0.510493746443698,0.5976550143914203
26854,0.01552483982620455,0.06728763476544224
26855,0.5670741994489482,0.8497965588752258
26856,0.11602883640938491,0.027226023059270736
26857,0.44125585380820953,0.15955375016078838
26858,0.12556636071036603,0.6112101551287967
26859,0.07445200498533842,0.0915352335646079
